time_sec,x_ref,y_ref,z_ref,x_actual,y_actual,z_actual,error_x,error_y,error_z,total_error
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00833,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00393,-0.00000,0.00000,0.00393,0.00393
0.01667,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00762,-0.00000,0.00000,0.00762,0.00762
0.02500,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.01106,-0.00000,0.00000,0.01105,0.01105
0.03333,0.00000,-0.00000,0.00001,0.00000,0.00000,0.01426,-0.00000,0.00000,0.01426,0.01426
0.04167,0.00001,-0.00001,0.00001,0.00000,-0.00000,0.01724,-0.00000,0.00000,0.01723,0.01723
0.05000,0.00001,-0.00001,0.00002,0.00001,-0.00000,0.02001,-0.00001,0.00001,0.01999,0.01999
0.05833,0.00002,-0.00001,0.00003,0.00001,-0.00001,0.02256,-0.00001,0.00001,0.02253,0.02253
0.06667,0.00003,-0.00002,0.00004,0.00002,-0.00001,0.02491,-0.00001,0.00001,0.02486,0.02486
0.07500,0.00004,-0.00003,0.00006,0.00003,-0.00002,0.02706,-0.00001,0.00001,0.02700,0.02700
0.08333,0.00006,-0.00004,0.00009,0.00004,-0.00003,0.02903,-0.00002,0.00001,0.02894,0.02894
0.09167,0.00008,-0.00006,0.00011,0.00006,-0.00004,0.03081,-0.00002,0.00002,0.03070,0.03070
0.10000,0.00010,-0.00007,0.00015,0.00008,-0.00005,0.03242,-0.00002,0.00002,0.03228,0.03228
0.10833,0.00013,-0.00009,0.00019,0.00010,-0.00007,0.03387,-0.00003,0.00002,0.03368,0.03368
0.11667,0.00016,-0.00012,0.00023,0.00012,-0.00009,0.03515,-0.00003,0.00003,0.03491,0.03491
0.12500,0.00019,-0.00014,0.00029,0.00015,-0.00011,0.03628,-0.00004,0.00003,0.03599,0.03599
0.13333,0.00023,-0.00017,0.00035,0.00019,-0.00014,0.03726,-0.00004,0.00004,0.03691,0.03691
0.14167,0.00028,-0.00021,0.00042,0.00023,-0.00017,0.03809,-0.00005,0.00004,0.03768,0.03768
0.15000,0.00033,-0.00025,0.00049,0.00027,-0.00020,0.03879,-0.00006,0.00005,0.03830,0.03830
0.15833,0.00039,-0.00029,0.00058,0.00032,-0.00024,0.03936,-0.00006,0.00005,0.03878,0.03878
0.16667,0.00045,-0.00034,0.00068,0.00038,-0.00028,0.03981,-0.00007,0.00006,0.03913,0.03913
0.17500,0.00052,-0.00039,0.00078,0.00044,-0.00033,0.04014,-0.00008,0.00007,0.03935,0.03935
0.18333,0.00060,-0.00045,0.00090,0.00051,-0.00038,0.04035,-0.00009,0.00007,0.03945,0.03945
0.19167,0.00068,-0.00051,0.00103,0.00058,-0.00043,0.04045,-0.00010,0.00008,0.03943,0.03943
0.20000,0.00078,-0.00058,0.00116,0.00067,-0.00049,0.04045,-0.00011,0.00009,0.03929,0.03929
0.20833,0.00088,-0.00066,0.00131,0.00075,-0.00056,0.04036,-0.00012,0.00010,0.03904,0.03904
0.21667,0.00098,-0.00074,0.00148,0.00085,-0.00063,0.04017,-0.00014,0.00011,0.03869,0.03869
0.22500,0.00110,-0.00083,0.00165,0.00095,-0.00071,0.03988,-0.00015,0.00012,0.03823,0.03823
0.23333,0.00123,-0.00092,0.00184,0.00106,-0.00079,0.03952,-0.00016,0.00013,0.03768,0.03768
0.24167,0.00136,-0.00102,0.00204,0.00118,-0.00088,0.03908,-0.00018,0.00014,0.03703,0.03704
0.25000,0.00150,-0.00113,0.00226,0.00131,-0.00098,0.03856,-0.00019,0.00015,0.03630,0.03630
0.25833,0.00166,-0.00124,0.00249,0.00145,-0.00108,0.03797,-0.00021,0.00016,0.03548,0.03548
0.26667,0.00182,-0.00137,0.00273,0.00160,-0.00119,0.03731,-0.00023,0.00018,0.03458,0.03458
0.27500,0.00199,-0.00150,0.00299,0.00175,-0.00131,0.03659,-0.00024,0.00019,0.03360,0.03360
0.28333,0.00218,-0.00163,0.00327,0.00192,-0.00143,0.03581,-0.00026,0.00020,0.03254,0.03254
0.29167,0.00237,-0.00178,0.00356,0.00209,-0.00156,0.03498,-0.00028,0.00022,0.03141,0.03142
0.30000,0.00258,-0.00193,0.00387,0.00228,-0.00170,0.03409,-0.00030,0.00024,0.03022,0.03022
0.30833,0.00280,-0.00210,0.00420,0.00247,-0.00185,0.03316,-0.00032,0.00025,0.02896,0.02897
0.31667,0.00303,-0.00227,0.00454,0.00268,-0.00200,0.03218,-0.00035,0.00027,0.02764,0.02765
0.32500,0.00327,-0.00245,0.00490,0.00290,-0.00217,0.03117,-0.00037,0.00029,0.02626,0.02627
0.33333,0.00352,-0.00264,0.00528,0.00313,-0.00234,0.03011,-0.00039,0.00030,0.02483,0.02484
0.34167,0.00379,-0.00284,0.00568,0.00337,-0.00252,0.02903,-0.00042,0.00032,0.02335,0.02335
0.35000,0.00407,-0.00305,0.00610,0.00362,-0.00271,0.02791,-0.00044,0.00034,0.02181,0.02182
0.35833,0.00436,-0.00327,0.00654,0.00375,-0.00279,0.02731,-0.00061,0.00047,0.02078,0.02079
0.36667,0.00466,-0.00350,0.00699,0.00444,-0.00341,0.03091,-0.00022,0.00008,0.02392,0.02392
0.37500,0.00498,-0.00374,0.00747,0.00513,-0.00402,0.03430,0.00015,-0.00029,0.02682,0.02683
0.38333,0.00531,-0.00399,0.00797,0.00582,-0.00462,0.03748,0.00050,-0.00063,0.02951,0.02952
0.39167,0.00566,-0.00425,0.00849,0.00650,-0.00521,0.04046,0.00083,-0.00097,0.03197,0.03199
0.40000,0.00602,-0.00452,0.00903,0.00716,-0.00580,0.04325,0.00114,-0.00128,0.03422,0.03426
0.40833,0.00640,-0.00480,0.00960,0.00782,-0.00637,0.04586,0.00142,-0.00157,0.03626,0.03632
0.41667,0.00679,-0.00509,0.01018,0.00846,-0.00694,0.04829,0.00167,-0.00184,0.03810,0.03818
0.42500,0.00720,-0.00540,0.01079,0.00908,-0.00750,0.05055,0.00188,-0.00210,0.03976,0.03986
0.43333,0.00762,-0.00571,0.01143,0.00968,-0.00806,0.05265,0.00206,-0.00234,0.04122,0.04134
0.44167,0.00805,-0.00604,0.01208,0.01026,-0.00861,0.05460,0.00221,-0.00257,0.04251,0.04265
0.45000,0.00851,-0.00638,0.01276,0.01083,-0.00918,0.05640,0.00232,-0.00280,0.04363,0.04378
0.45833,0.00898,-0.00673,0.01347,0.01137,-0.00975,0.05805,0.00240,-0.00301,0.04458,0.04475
0.46667,0.00946,-0.00710,0.01420,0.01191,-0.01032,0.05957,0.00244,-0.00322,0.04538,0.04556
0.47500,0.00997,-0.00748,0.01495,0.01243,-0.01091,0.06097,0.00246,-0.00343,0.04602,0.04621
0.48333,0.01049,-0.00787,0.01573,0.01294,-0.01151,0.06224,0.00245,-0.00364,0.04651,0.04672
0.49167,0.01103,-0.00827,0.01654,0.01345,-0.01212,0.06340,0.00242,-0.00385,0.04686,0.04708
0.50000,0.01158,-0.00869,0.01737,0.01395,-0.01274,0.06444,0.00237,-0.00405,0.04707,0.04730
0.50833,0.01215,-0.00912,0.01823,0.01446,-0.01336,0.06538,0.00230,-0.00425,0.04715,0.04740
0.51667,0.01275,-0.00956,0.01912,0.01496,-0.01399,0.06623,0.00221,-0.00443,0.04711,0.04737
0.52500,0.01335,-0.01002,0.02003,0.01546,-0.01463,0.06698,0.00210,-0.00461,0.04694,0.04722
0.53333,0.01398,-0.01049,0.02097,0.01595,-0.01527,0.06764,0.00197,-0.00478,0.04666,0.04695
0.54167,0.01463,-0.01097,0.02194,0.01645,-0.01591,0.06821,0.00182,-0.00494,0.04627,0.04657
0.55000,0.01530,-0.01147,0.02294,0.01693,-0.01656,0.06871,0.00164,-0.00509,0.04577,0.04608
0.55833,0.01598,-0.01199,0.02397,0.01742,-0.01721,0.06914,0.00144,-0.00523,0.04517,0.04549
0.56667,0.01668,-0.01251,0.02503,0.01790,-0.01787,0.06949,0.00121,-0.00535,0.04447,0.04480
0.57500,0.01741,-0.01306,0.02611,0.01837,-0.01853,0.06978,0.00096,-0.00547,0.04367,0.04402
0.58333,0.01815,-0.01361,0.02723,0.01884,-0.01920,0.07002,0.00068,-0.00558,0.04279,0.04315
0.59167,0.01892,-0.01419,0.02838,0.01930,-0.01988,0.07019,0.00038,-0.00569,0.04182,0.04220
0.60000,0.01970,-0.01478,0.02955,0.01975,-0.02057,0.07032,0.00005,-0.00579,0.04076,0.04117
0.60833,0.02051,-0.01538,0.03076,0.02021,-0.02127,0.07039,-0.00030,-0.00589,0.03963,0.04007
0.61667,0.02133,-0.01600,0.03200,0.02066,-0.02199,0.07043,-0.00068,-0.00599,0.03842,0.03889
0.62500,0.02218,-0.01664,0.03327,0.02111,-0.02272,0.07042,-0.00108,-0.00608,0.03715,0.03766
0.63333,0.02305,-0.01729,0.03458,0.02155,-0.02346,0.07038,-0.00150,-0.00617,0.03580,0.03636
0.64167,0.02394,-0.01796,0.03591,0.02200,-0.02422,0.07031,-0.00194,-0.00626,0.03439,0.03501
0.65000,0.02485,-0.01864,0.03728,0.02246,-0.02500,0.07020,-0.00240,-0.00636,0.03292,0.03362
0.65833,0.02579,-0.01934,0.03868,0.02292,-0.02579,0.07008,-0.00287,-0.00645,0.03139,0.03218
0.66667,0.02675,-0.02006,0.04012,0.02338,-0.02660,0.06993,-0.00337,-0.00654,0.02981,0.03070
0.67500,0.02772,-0.02079,0.04159,0.02385,-0.02743,0.06976,-0.00387,-0.00664,0.02817,0.02920
0.68333,0.02873,-0.02155,0.04309,0.02433,-0.02828,0.06958,-0.00439,-0.00673,0.02649,0.02768
0.69167,0.02975,-0.02231,0.04463,0.02482,-0.02914,0.06939,-0.00493,-0.00683,0.02476,0.02615
0.70000,0.03080,-0.02310,0.04620,0.02533,-0.03003,0.06919,-0.00547,-0.00693,0.02299,0.02462
0.70833,0.03187,-0.02390,0.04781,0.02584,-0.03093,0.06898,-0.00603,-0.00703,0.02117,0.02311
0.71667,0.03297,-0.02472,0.04945,0.02637,-0.03185,0.06877,-0.00659,-0.00712,0.01932,0.02162
0.72500,0.03408,-0.02556,0.05113,0.02692,-0.03279,0.06856,-0.00716,-0.00722,0.01743,0.02018
0.73333,0.03523,-0.02642,0.05284,0.02749,-0.03374,0.06835,-0.00774,-0.00732,0.01551,0.01882
0.74167,0.03639,-0.02729,0.05459,0.02807,-0.03471,0.06815,-0.00832,-0.00742,0.01356,0.01755
0.75000,0.03758,-0.02819,0.05638,0.02868,-0.03571,0.06795,-0.00891,-0.00752,0.01158,0.01643
0.75833,0.03880,-0.02910,0.05820,0.02930,-0.03671,0.06777,-0.00950,-0.00762,0.00957,0.01548
0.76667,0.04004,-0.03003,0.06006,0.02995,-0.03774,0.06760,-0.01009,-0.00771,0.00754,0.01477
0.77500,0.04130,-0.03098,0.06196,0.03063,-0.03878,0.06744,-0.01068,-0.00781,0.00548,0.01432
0.78333,0.04260,-0.03195,0.06389,0.03132,-0.03984,0.06730,-0.01127,-0.00790,0.00341,0.01418
0.79167,0.04391,-0.03293,0.06587,0.03205,-0.04092,0.06718,-0.01186,-0.00799,0.00132,0.01436
0.80000,0.04525,-0.03394,0.06788,0.03280,-0.04201,0.06708,-0.01245,-0.00807,-0.00080,0.01486
0.80833,0.04662,-0.03496,0.06993,0.03358,-0.04312,0.06701,-0.01304,-0.00816,-0.00292,0.01566
0.81667,0.04801,-0.03601,0.07202,0.03439,-0.04425,0.06696,-0.01362,-0.00824,-0.00506,0.01671
0.82500,0.04943,-0.03707,0.07415,0.03523,-0.04539,0.06694,-0.01420,-0.00831,-0.00721,0.01797
0.83333,0.05088,-0.03816,0.07632,0.03610,-0.04654,0.06694,-0.01478,-0.00839,-0.00937,0.01940
0.84167,0.05235,-0.03926,0.07852,0.03701,-0.04772,0.06698,-0.01534,-0.00845,-0.01154,0.02098
0.85000,0.05385,-0.04039,0.08077,0.03794,-0.04890,0.06705,-0.01591,-0.00851,-0.01372,0.02267
0.85833,0.05537,-0.04153,0.08306,0.03892,-0.05010,0.06716,-0.01646,-0.00857,-0.01590,0.02444
0.86667,0.05693,-0.04270,0.08539,0.03992,-0.05132,0.06730,-0.01700,-0.00862,-0.01809,0.02628
0.87500,0.05851,-0.04388,0.08776,0.04097,-0.05255,0.06748,-0.01754,-0.00867,-0.02028,0.02818
0.88333,0.06011,-0.04509,0.09017,0.04205,-0.05379,0.06769,-0.01807,-0.00871,-0.02248,0.03013
0.89167,0.06175,-0.04631,0.09262,0.04317,-0.05505,0.06795,-0.01858,-0.00874,-0.02467,0.03210
0.90000,0.06341,-0.04756,0.09512,0.04432,-0.05633,0.06825,-0.01909,-0.00877,-0.02687,0.03410
0.90833,0.06510,-0.04883,0.09766,0.04552,-0.05762,0.06860,-0.01958,-0.00879,-0.02906,0.03613
0.91667,0.06682,-0.05012,0.10023,0.04676,-0.05892,0.06898,-0.02007,-0.00880,-0.03125,0.03817
0.92500,0.06857,-0.05143,0.10286,0.04803,-0.06023,0.06942,-0.02054,-0.00881,-0.03344,0.04022
0.93333,0.07035,-0.05276,0.10552,0.04935,-0.06157,0.06990,-0.02099,-0.00881,-0.03562,0.04227
0.94167,0.07215,-0.05411,0.10823,0.05071,-0.06291,0.07043,-0.02144,-0.00880,-0.03780,0.04434
0.95000,0.07398,-0.05549,0.11098,0.05212,-0.06427,0.07101,-0.02187,-0.00878,-0.03997,0.04640
0.95833,0.07585,-0.05688,0.11377,0.05356,-0.06565,0.07163,-0.02228,-0.00876,-0.04214,0.04846
0.96667,0.07774,-0.05830,0.11661,0.05505,-0.06704,0.07231,-0.02269,-0.00873,-0.04429,0.05053
0.97500,0.07966,-0.05974,0.11949,0.05658,-0.06844,0.07305,-0.02308,-0.00870,-0.04644,0.05258
0.98333,0.08161,-0.06121,0.12241,0.05816,-0.06986,0.07383,-0.02345,-0.00866,-0.04858,0.05463
0.99167,0.08359,-0.06269,0.12538,0.05978,-0.07130,0.07467,-0.02381,-0.00861,-0.05071,0.05668
1.00000,0.08560,-0.06420,0.12840,0.06145,-0.07275,0.07557,-0.02415,-0.00855,-0.05283,0.05872
1.00833,0.08764,-0.06573,0.13146,0.06315,-0.07422,0.07652,-0.02449,-0.00849,-0.05494,0.06074
1.01667,0.08971,-0.06728,0.13457,0.06491,-0.07571,0.07753,-0.02480,-0.00843,-0.05703,0.06276
1.02500,0.09181,-0.06886,0.13772,0.06671,-0.07721,0.07860,-0.02510,-0.00836,-0.05912,0.06477
1.03333,0.09394,-0.07046,0.14091,0.06855,-0.07874,0.07973,-0.02539,-0.00828,-0.06119,0.06676
1.04167,0.09610,-0.07208,0.14415,0.07044,-0.08028,0.08091,-0.02566,-0.00820,-0.06324,0.06874
1.05000,0.09830,-0.07372,0.14744,0.07238,-0.08183,0.08216,-0.02592,-0.00811,-0.06529,0.07071
1.05833,0.10052,-0.07539,0.15078,0.07436,-0.08341,0.08347,-0.02616,-0.00802,-0.06731,0.07266
1.06667,0.10277,-0.07708,0.15416,0.07639,-0.08501,0.08483,-0.02639,-0.00793,-0.06933,0.07460
1.07500,0.10506,-0.07879,0.15759,0.07846,-0.08662,0.08626,-0.02660,-0.00783,-0.07132,0.07653
1.08333,0.10738,-0.08053,0.16106,0.08057,-0.08826,0.08776,-0.02680,-0.00773,-0.07331,0.07843
1.09167,0.10972,-0.08229,0.16459,0.08273,-0.08992,0.08931,-0.02699,-0.00762,-0.07527,0.08033
1.10000,0.11210,-0.08408,0.16816,0.08494,-0.09159,0.09094,-0.02716,-0.00751,-0.07722,0.08220
1.10833,0.11452,-0.08589,0.17178,0.08719,-0.09329,0.09262,-0.02733,-0.00740,-0.07915,0.08406
1.11667,0.11696,-0.08772,0.17544,0.08949,-0.09501,0.09437,-0.02747,-0.00729,-0.08107,0.08591
1.12500,0.11944,-0.08958,0.17916,0.09183,-0.09675,0.09619,-0.02761,-0.00717,-0.08297,0.08773
1.13333,0.12195,-0.09146,0.18292,0.09421,-0.09851,0.09807,-0.02773,-0.00705,-0.08485,0.08954
1.14167,0.12449,-0.09336,0.18673,0.09664,-0.10029,0.10002,-0.02784,-0.00693,-0.08671,0.09133
1.15000,0.12706,-0.09529,0.19059,0.09911,-0.10210,0.10204,-0.02794,-0.00681,-0.08855,0.09311
1.15833,0.12967,-0.09725,0.19450,0.10163,-0.10393,0.10412,-0.02803,-0.00668,-0.09038,0.09486
1.16667,0.13230,-0.09923,0.19846,0.10419,-0.10578,0.10627,-0.02811,-0.00655,-0.09219,0.09660
1.17500,0.13498,-0.10123,0.20246,0.10680,-0.10766,0.10849,-0.02818,-0.00642,-0.09397,0.09832
1.18333,0.13768,-0.10326,0.20652,0.10944,-0.10955,0.11078,-0.02824,-0.00629,-0.09574,0.10002
1.19167,0.14042,-0.10531,0.21063,0.11213,-0.11147,0.11313,-0.02829,-0.00616,-0.09749,0.10170
1.20000,0.14319,-0.10739,0.21478,0.11486,-0.11342,0.11556,-0.02832,-0.00603,-0.09922,0.10336
1.20833,0.14599,-0.10950,0.21899,0.11764,-0.11539,0.11805,-0.02835,-0.00589,-0.10094,0.10501
1.21667,0.14883,-0.11162,0.22325,0.12046,-0.11738,0.12062,-0.02837,-0.00576,-0.10263,0.10663
1.22500,0.15170,-0.11378,0.22756,0.12332,-0.11940,0.12326,-0.02839,-0.00562,-0.10430,0.10824
1.23333,0.15461,-0.11596,0.23191,0.12622,-0.12144,0.12596,-0.02839,-0.00548,-0.10595,0.10983
1.24167,0.15755,-0.11816,0.23632,0.12916,-0.12350,0.12874,-0.02839,-0.00534,-0.10759,0.11140
1.25000,0.16052,-0.12039,0.24078,0.13214,-0.12559,0.13159,-0.02838,-0.00520,-0.10920,0.11295
1.25833,0.16353,-0.12265,0.24530,0.13517,-0.12771,0.13450,-0.02836,-0.00506,-0.11079,0.11448
1.26667,0.16657,-0.12493,0.24986,0.13823,-0.12985,0.13749,-0.02834,-0.00492,-0.11237,0.11599
1.27500,0.16965,-0.12724,0.25447,0.14134,-0.13201,0.14055,-0.02831,-0.00477,-0.11392,0.11748
1.28333,0.17276,-0.12957,0.25914,0.14449,-0.13420,0.14369,-0.02827,-0.00463,-0.11545,0.11895
1.29167,0.17591,-0.13193,0.26386,0.14768,-0.13641,0.14689,-0.02823,-0.00449,-0.11697,0.12041
1.30000,0.17909,-0.13431,0.26863,0.15090,-0.13865,0.15017,-0.02818,-0.00434,-0.11846,0.12184
1.30833,0.18230,-0.13673,0.27345,0.15417,-0.14092,0.15352,-0.02813,-0.00419,-0.11993,0.12326
1.31667,0.18555,-0.13916,0.27833,0.15748,-0.14321,0.15694,-0.02807,-0.00405,-0.12139,0.12466
1.32500,0.18884,-0.14163,0.28326,0.16083,-0.14553,0.16043,-0.02801,-0.00390,-0.12282,0.12604
1.33333,0.19216,-0.14412,0.28824,0.16421,-0.14787,0.16400,-0.02795,-0.00375,-0.12424,0.12740
1.34167,0.19551,-0.14664,0.29327,0.16764,-0.15023,0.16764,-0.02787,-0.00360,-0.12563,0.12874
1.35000,0.19891,-0.14918,0.29836,0.17110,-0.15263,0.17135,-0.02780,-0.00345,-0.12701,0.13006
1.35833,0.20233,-0.15175,0.30350,0.17461,-0.15504,0.17513,-0.02772,-0.00329,-0.12837,0.13137
1.36667,0.20579,-0.15435,0.30869,0.17815,-0.15749,0.17899,-0.02764,-0.00314,-0.12970,0.13265
1.37500,0.20929,-0.15697,0.31394,0.18173,-0.15996,0.18292,-0.02756,-0.00299,-0.13102,0.13392
1.38333,0.21283,-0.15962,0.31924,0.18535,-0.16245,0.18692,-0.02747,-0.00283,-0.13232,0.13517
1.39167,0.21640,-0.16230,0.32460,0.18901,-0.16497,0.19099,-0.02738,-0.00268,-0.13360,0.13640
1.40000,0.22000,-0.16500,0.33000,0.19271,-0.16752,0.19514,-0.02729,-0.00252,-0.13486,0.13762
1.40833,0.22365,-0.16773,0.33547,0.19645,-0.17010,0.19936,-0.02720,-0.00236,-0.13610,0.13881
1.41667,0.22732,-0.17049,0.34099,0.20022,-0.17270,0.20366,-0.02710,-0.00220,-0.13733,0.13999
1.42500,0.23104,-0.17328,0.34656,0.20404,-0.17532,0.20803,-0.02700,-0.00204,-0.13853,0.14115
1.43333,0.23479,-0.17609,0.35218,0.20789,-0.17798,0.21247,-0.02690,-0.00188,-0.13972,0.14230
1.44167,0.23858,-0.17893,0.35786,0.21178,-0.18066,0.21698,-0.02680,-0.00172,-0.14088,0.14342
1.45000,0.24240,-0.18180,0.36360,0.21570,-0.18336,0.22157,-0.02670,-0.00156,-0.14203,0.14453
1.45833,0.24626,-0.18470,0.36939,0.21967,-0.18609,0.22623,-0.02659,-0.00140,-0.14317,0.14562
1.46667,0.25016,-0.18762,0.37524,0.22367,-0.18885,0.23096,-0.02649,-0.00123,-0.14428,0.14670
1.47500,0.25409,-0.19057,0.38114,0.22771,-0.19164,0.23576,-0.02638,-0.00107,-0.14538,0.14775
1.48333,0.25806,-0.19355,0.38710,0.23179,-0.19445,0.24064,-0.02627,-0.00090,-0.14645,0.14879
1.49167,0.26207,-0.19655,0.39311,0.23591,-0.19729,0.24559,-0.02616,-0.00073,-0.14752,0.14982
1.50000,0.26612,-0.19959,0.39918,0.24006,-0.20016,0.25062,-0.02606,-0.00057,-0.14856,0.15083
1.50833,0.27020,-0.20265,0.40530,0.24426,-0.20305,0.25572,-0.02595,-0.00040,-0.14959,0.15182
1.51667,0.27432,-0.20574,0.41148,0.24848,-0.20597,0.26089,-0.02584,-0.00023,-0.15060,0.15280
1.52500,0.27848,-0.20886,0.41772,0.25275,-0.20891,0.26613,-0.02573,-0.00006,-0.15159,0.15376
1.53333,0.28267,-0.21201,0.42401,0.25706,-0.21189,0.27144,-0.02562,0.00012,-0.15257,0.15470
1.54167,0.28691,-0.21518,0.43036,0.26140,-0.21489,0.27683,-0.02551,0.00029,-0.15353,0.15563
1.55000,0.29118,-0.21838,0.43676,0.26578,-0.21792,0.28229,-0.02540,0.00046,-0.15447,0.15655
1.55833,0.29548,-0.22161,0.44322,0.27019,-0.22098,0.28782,-0.02529,0.00064,-0.15540,0.15745
1.56667,0.29983,-0.22487,0.44974,0.27465,-0.22406,0.29343,-0.02518,0.00081,-0.15631,0.15833
1.57500,0.30421,-0.22816,0.45632,0.27914,-0.22717,0.29911,-0.02507,0.00099,-0.15721,0.15920
1.58333,0.30863,-0.23147,0.46295,0.28367,-0.23031,0.30486,-0.02496,0.00116,-0.15809,0.16005
1.59167,0.31309,-0.23482,0.46964,0.28824,-0.23348,0.31068,-0.02485,0.00134,-0.15896,0.16089
1.60000,0.31759,-0.23819,0.47638,0.29284,-0.23667,0.31657,-0.02475,0.00152,-0.15981,0.16172
1.60833,0.32212,-0.24159,0.48318,0.29748,-0.23989,0.32254,-0.02464,0.00170,-0.16065,0.16253
1.61667,0.32670,-0.24502,0.49004,0.30216,-0.24314,0.32858,-0.02454,0.00188,-0.16147,0.16333
1.62500,0.33131,-0.24848,0.49696,0.30688,-0.24642,0.33469,-0.02443,0.00206,-0.16227,0.16412
1.63333,0.33596,-0.25197,0.50393,0.31163,-0.24972,0.34087,-0.02433,0.00224,-0.16307,0.16489
1.64167,0.34064,-0.25548,0.51097,0.31642,-0.25306,0.34712,-0.02423,0.00242,-0.16385,0.16565
1.65000,0.34537,-0.25903,0.51806,0.32125,-0.25642,0.35344,-0.02412,0.00261,-0.16461,0.16639
1.65833,0.35014,-0.26260,0.52520,0.32611,-0.25981,0.35984,-0.02402,0.00279,-0.16536,0.16712
1.66667,0.35494,-0.26620,0.53241,0.33101,-0.26323,0.36631,-0.02393,0.00297,-0.16610,0.16784
1.67500,0.35978,-0.26984,0.53967,0.33595,-0.26668,0.37284,-0.02383,0.00316,-0.16683,0.16855
1.68333,0.36466,-0.27350,0.54699,0.34093,-0.27015,0.37945,-0.02373,0.00334,-0.16754,0.16924
1.69167,0.36958,-0.27718,0.55437,0.34594,-0.27366,0.38613,-0.02364,0.00353,-0.16824,0.16992
1.70000,0.37454,-0.28090,0.56181,0.35099,-0.27719,0.39289,-0.02355,0.00372,-0.16892,0.17059
1.70833,0.37953,-0.28465,0.56930,0.35608,-0.28075,0.39971,-0.02346,0.00390,-0.16959,0.17125
1.71667,0.38457,-0.28843,0.57685,0.36120,-0.28434,0.40660,-0.02337,0.00409,-0.17025,0.17190
1.72500,0.38964,-0.29223,0.58447,0.36636,-0.28796,0.41356,-0.02328,0.00428,-0.17090,0.17253
1.73333,0.39476,-0.29607,0.59214,0.37156,-0.29160,0.42060,-0.02319,0.00446,-0.17154,0.17316
1.74167,0.39991,-0.29993,0.59987,0.37680,-0.29528,0.42770,-0.02311,0.00465,-0.17216,0.17377
1.75000,0.40510,-0.30383,0.60765,0.38207,-0.29899,0.43487,-0.02303,0.00484,-0.17278,0.17437
1.75833,0.41033,-0.30775,0.61550,0.38738,-0.30272,0.44212,-0.02295,0.00503,-0.17338,0.17496
1.76667,0.41560,-0.31170,0.62340,0.39273,-0.30648,0.44943,-0.02287,0.00522,-0.17397,0.17554
1.77500,0.42091,-0.31568,0.63137,0.39812,-0.31028,0.45682,-0.02279,0.00541,-0.17455,0.17611
1.78333,0.42626,-0.31969,0.63939,0.40354,-0.31410,0.46427,-0.02272,0.00560,-0.17512,0.17667
1.79167,0.43165,-0.32373,0.64747,0.40900,-0.31795,0.47179,-0.02265,0.00579,-0.17568,0.17722
1.80000,0.43707,-0.32781,0.65561,0.41449,-0.32183,0.47939,-0.02258,0.00598,-0.17622,0.17776
1.80833,0.44254,-0.33190,0.66381,0.42003,-0.32574,0.48705,-0.02251,0.00617,-0.17676,0.17829
1.81667,0.44805,-0.33603,0.67207,0.42560,-0.32968,0.49478,-0.02245,0.00636,-0.17729,0.17882
1.82500,0.45359,-0.34019,0.68039,0.43121,-0.33365,0.50258,-0.02238,0.00655,-0.17780,0.17933
1.83333,0.45917,-0.34438,0.68876,0.43685,-0.33764,0.51045,-0.02232,0.00674,-0.17831,0.17983
1.84167,0.46480,-0.34860,0.69720,0.44253,-0.34167,0.51839,-0.02226,0.00693,-0.17881,0.18032
1.85000,0.47046,-0.35285,0.70569,0.44825,-0.34573,0.52640,-0.02221,0.00712,-0.17930,0.18081
1.85833,0.47616,-0.35712,0.71425,0.45401,-0.34981,0.53447,-0.02216,0.00731,-0.17977,0.18128
1.86667,0.48191,-0.36143,0.72286,0.45980,-0.35393,0.54262,-0.02210,0.00750,-0.18024,0.18175
1.87500,0.48769,-0.36577,0.73153,0.46563,-0.35808,0.55083,-0.02206,0.00769,-0.18070,0.18221
1.88333,0.49351,-0.37013,0.74027,0.47150,-0.36225,0.55911,-0.02201,0.00788,-0.18115,0.18266
1.89167,0.49937,-0.37453,0.74906,0.47741,-0.36646,0.56746,-0.02197,0.00807,-0.18160,0.18310
1.90000,0.50528,-0.37896,0.75791,0.48335,-0.37069,0.57588,-0.02192,0.00826,-0.18203,0.18353
1.90833,0.51122,-0.38341,0.76682,0.48933,-0.37496,0.58437,-0.02189,0.00845,-0.18246,0.18396
1.91667,0.51720,-0.38790,0.77580,0.49535,-0.37925,0.59292,-0.02185,0.00864,-0.18288,0.18438
1.92500,0.52322,-0.39241,0.78483,0.50140,-0.38358,0.60154,-0.02182,0.00884,-0.18329,0.18479
1.93333,0.52928,-0.39696,0.79392,0.50749,-0.38793,0.61023,-0.02178,0.00903,-0.18369,0.18519
1.94167,0.53538,-0.40153,0.80307,0.51362,-0.39232,0.61899,-0.02176,0.00922,-0.18408,0.18559
1.95000,0.54152,-0.40614,0.81228,0.51979,-0.39673,0.62781,-0.02173,0.00941,-0.18447,0.18598
1.95833,0.54770,-0.41077,0.82155,0.52599,-0.40118,0.63670,-0.02171,0.00960,-0.18485,0.18636
